Experimental outputs:31.7567567568,75.7593390811
Desired outputs:100.0,75.0
orifice_size,aspect_ratio,expansion_ratio,normalized_orifice_length,normalized_water_inlet,normalized_oil_inlet,flow_rate_ratio,capillary_number,regime,generation_rate,droplet_size,cost_function
75.0,1.0,2.0,1.0,2.0,2.0,6.0,0.06609599999999999,1,31.639576,75.22597,0.679686621980757
75.0,1.0,2.0,1.0,2.0,2.0,5.9463893295979435,0.10999999999999999,1,96.67027,62.023464,0.5835386925154958
75.0,1.0,2.0,1.0,2.0,2.0,5.892778659195887,0.10999999999999999,1,96.75939,62.286545,0.5734764804852028
75.0,1.0,2.0,1.0,2.0,2.0,5.839167988793831,0.10999999999999999,1,96.84848,62.549637,0.5633672998802626
75.0,1.0,2.0,1.0,2.0,2.0,5.785557318391772,0.10999999999999999,1,96.937584,62.81271,0.5532105597883131
75.0,1.0,2.0,1.0,2.0,2.0,5.731946647989716,0.10999999999999999,1,97.02668,63.075798,0.5430046009778196
75.0,1.0,2.0,1.0,2.0,2.0,5.678335977587659,0.10999999999999999,1,97.11583,63.34253,0.5326706916446278
75.0,1.0,2.0,1.0,2.0,2.0,5.624725307185603,0.10999999999999999,1,97.20496,63.67055,0.5209789120207837
75.0,1.0,2.0,1.0,2.0,2.0,5.5711146367835465,0.10999999999999999,1,97.2941,63.998592,0.5092344652656162
75.0,1.0,2.0,1.0,2.0,2.0,5.51750396638149,0.10999999999999999,1,97.38318,64.32663,0.4974369233661942
75.0,1.0,2.0,1.0,2.0,2.0,5.4638932959794335,0.10999999999999999,1,97.47225,64.65466,0.4855848367569793
75.0,1.0,2.0,1.0,2.0,2.0,5.410282625577375,0.10999999999999999,1,97.5614,64.9827,0.47367644674859033
75.0,1.0,2.0,1.0,2.0,2.0,5.356671955175319,0.10999999999999999,1,97.6505,65.31072,0.46171125735044877
75.0,1.0,2.0,1.0,2.0,2.0,5.303061284773262,0.10999999999999999,1,97.73961,65.63876,0.4496870929821028
75.0,1.0,2.0,1.0,2.0,2.0,5.249450614371206,0.10999999999999999,1,97.82871,65.9668,0.4376031623692222
75.0,1.0,2.0,1.0,2.0,2.0,5.195839943969149,0.10999999999999999,1,97.91783,66.29483,0.42545774956384697
75.0,1.0,2.0,1.0,2.0,2.0,5.142229273567093,0.10999999999999999,1,98.00694,66.622856,0.41324963962674344
75.0,1.0,2.0,1.0,2.0,2.0,5.0886186031650364,0.10999999999999999,1,98.096085,66.95089,0.400976777381355
75.0,1.0,2.0,1.0,2.0,2.0,5.03500793276298,0.10999999999999999,1,98.18523,67.27892,0.3886378782209542
75.0,1.0,2.0,1.0,2.0,2.0,4.981397262360922,0.10999999999999999,1,98.2743,67.60696,0.3762316223124103
75.0,1.0,2.0,1.0,2.0,2.0,4.927786591958865,0.10999999999999999,1,98.36343,67.93498,0.36375586156112416
75.0,1.0,2.0,1.0,2.0,2.0,4.874175921556809,0.10999999999999999,1,98.452545,68.263016,0.35120879128691807
75.0,1.0,2.0,1.0,2.0,2.0,4.820565251154752,0.10999999999999999,1,98.541595,68.59106,0.3385888635412122
75.0,1.0,2.0,1.0,2.0,2.0,4.766954580752696,0.10999999999999999,1,98.63077,68.91908,0.3258937305776439
75.0,1.0,2.0,1.0,2.0,2.0,4.713343910350639,0.10999999999999999,1,98.719826,69.247116,0.31312206354176086
75.0,1.0,2.0,1.0,2.0,2.0,4.659733239948583,0.10999999999999999,1,98.80902,69.57516,0.3002705880084762
75.0,1.0,2.0,1.0,2.0,2.0,4.606122569546525,0.10999999999999999,1,98.89811,69.903175,0.28733898937236046
75.0,1.0,2.0,1.0,2.0,2.0,4.552511899144468,0.10999999999999999,1,98.98726,70.23122,0.27432326117720224
75.0,1.0,2.0,1.0,2.0,2.0,4.498901228742412,0.10999999999999999,1,99.076355,70.55925,0.2612222894566756
75.0,1.0,2.0,1.0,2.0,2.0,4.445290558340355,0.10999999999999999,1,99.16545,70.88729,0.24803308774663463
75.0,1.0,2.0,1.0,2.0,2.0,4.391679887938299,0.10999999999999999,1,99.25456,71.21532,0.23475356887602392
75.0,1.0,2.0,1.0,2.0,2.0,4.338069217536242,0.10999999999999999,1,99.34367,71.54334,0.2213808744359187
75.0,1.0,2.0,1.0,2.0,2.0,4.284458547134186,0.10999999999999999,1,99.432755,71.871376,0.20791227123719178
75.0,1.0,2.0,1.0,2.0,2.0,4.230847876732129,0.10999999999999999,1,99.52188,72.19941,0.19434473381950051
75.0,1.0,2.0,1.0,2.0,2.0,4.177237206330071,0.10999999999999999,1,99.61097,72.52744,0.18067570758074752
75.0,1.0,2.0,1.0,2.0,2.0,4.123626535928015,0.10999999999999999,1,99.70012,72.85547,0.1669018139931187
75.0,1.0,2.0,1.0,2.0,2.0,4.070015865525958,0.10999999999999999,1,99.789246,73.1835,0.1530199090360436
75.0,1.0,2.0,1.0,2.0,2.0,4.016405195123902,0.10999999999999999,1,99.87836,73.51154,0.13902660213833978
75.0,1.0,2.0,1.0,2.0,2.0,3.9627945247218452,0.10999999999999999,1,99.96749,73.83958,0.12491853680428616
75.0,1.0,2.0,1.0,2.0,2.0,3.9091838543197888,0.10999999999999999,1,100.056595,74.16761,0.11178045335863503
75.0,1.0,2.0,1.0,2.0,2.0,3.855573183917734,0.10999999999999999,1,100.14568,74.495636,0.09914514073004982
75.0,1.0,2.0,1.0,2.0,2.0,3.8019625135156794,0.10999999999999999,1,100.234825,74.82367,0.08638411947024327
75.0,1.0,2.0,1.0,2.0,2.0,3.748351843113623,0.10999999999999999,1,100.32391,75.1517,0.07996095044430737
